"","DOI","Title","Authors","Author_Affiliations","Correspondence_Author","Correspondence_Author_Email","Publication_Date","Keywords","Abstract","Full_Text"
"1","10.1093/dnares/11.1.1","The Complete Mitochondrial Genome Sequence of the Haptophyte Emiliania huxleyi and its Relation to Heterokonts","M. Virginia Sánchez Puerta,Tsvetan R. Bachvaroff,Charles F. Delwiche","NO","NO","NO","01 February 2004","Emiliania huxleyi, mitochondria, Haptophyta, genome sequencing, chromoalveolates"," The complete nucleotide sequence of the mitochondrial genome of Emiliania huxleyi (Haptophyta) was determined. E. huxleyi is the most abundant coccolithophorid, key in many marine ecosystems, and plays a vital role in the global carbon cycle. The mitochondrial genome contains genes encoding three subunits of cytochrome c oxidase, apocytochrome b , seven subunits of the NADH dehydrogenase complex, two ATPase subunits, two ribosomal RNAs, 25 tRNAs and five ribosomal proteins. One potentially functional open reading frame was identified, with no counterpart in any other organism so far studied. The cox1 gene transcript is apparently spliced from two distant segments in the genome. One of the most interesting features in this mtDNA is the presence of the dam gene, which codes for a DNA adenine methyltransferase. This enzyme is common in bacterial genomes, but is not present in any studied mitochondrial genome. Despite the great age of this group (ca. 300 Ma), little is known about the evolution of haptophytes or their relationship to other eukaryotes. This is the first published haptophyte organellar genome, and will improve the understanding of their biology and evolution and allow us to test the monophyly of the chromoalveolate clade. "," The complete nucleotide sequence of the mitochondrial genome of Emiliania huxleyi (Haptophyta) was determined. E. huxleyi is the most abundant coccolithophorid, key in many marine ecosystems, and plays a vital role in the global carbon cycle. The mitochondrial genome contains genes encoding three subunits of cytochrome c oxidase, apocytochrome b , seven subunits of the NADH dehydrogenase complex, two ATPase subunits, two ribosomal RNAs, 25 tRNAs and five ribosomal proteins. One potentially functional open reading frame was identified, with no counterpart in any other organism so far studied. The cox1 gene transcript is apparently spliced from two distant segments in the genome. One of the most interesting features in this mtDNA is the presence of the dam gene, which codes for a DNA adenine methyltransferase. This enzyme is common in bacterial genomes, but is not present in any studied mitochondrial genome. Despite the great age of this group (ca. 300 Ma), little is known about the evolution of haptophytes or their relationship to other eukaryotes. This is the first published haptophyte organellar genome, and will improve the understanding of their biology and evolution and allow us to test the monophyly of the chromoalveolate clade. "
"2","10.1093/dnares/11.1.11","Distinctive Features of Plant Organs Characterized by Global Analysis of Gene Expression in Arabidopsis","Takeshi Obayashi,Takashi Okegawa,Yuko Sasaki-Sekimoto,Hiroshi Shimada,Tatsuru Masuda,Erika Asamizu,Yasukazu Nakamura,Daisuke Shibata,Satoshi Tabata,Ken-ichiro Takamiya,Hiroyuki Ohta","NO","NO","NO","01 February 2004","Arabidopsis, organ specificity of gene expression, cDNA macroarray, gene ontology, gene expression database"," The distinctive features of plant organs are primarily determined by organ-specific gene expression. We analyzed the expression specificity of 8809 genes in 7 organs of Arabidopsis using a cDNA macroarray system. Using relative expression (RE) values between organs, many known and unknown genes specifically expressed in each organ were identified. We also analyzed the organ specificity of various gene groups using the GRE (group relative expression) value, the average of the REs of all genes in a group. Consequently, we found that many gene groups even ribosomal protein genes, have strong organ-specific expression. Clustering of the expression profiles revealed that the 8809 genes were classified into 9 major categories. Although 3451 genes were clustered into the largest category, which showed constitutive gene expression, 266 and 1005 genes were found to be root-and silique-specific genes, respectively. By this clustering, particular gene groups which showed multi-organ-specific expression profiles, such as bud-flower-specific, stem-silique-specific or bud-flower-root-specific profiles, could be effectively identified. From these results, major features of plant organs could be characterized by their distinct profiles of global gene expression. These data of organ-specific gene expression are available at our web site: Arabidopsis thaliana Tissue-Specific Expression Database, ATTED ( Author Webpage ). "," The distinctive features of plant organs are primarily determined by organ-specific gene expression. We analyzed the expression specificity of 8809 genes in 7 organs of Arabidopsis using a cDNA macroarray system. Using relative expression (RE) values between organs, many known and unknown genes specifically expressed in each organ were identified. We also analyzed the organ specificity of various gene groups using the GRE (group relative expression) value, the average of the REs of all genes in a group. Consequently, we found that many gene groups even ribosomal protein genes, have strong organ-specific expression. Clustering of the expression profiles revealed that the 8809 genes were classified into 9 major categories. Although 3451 genes were clustered into the largest category, which showed constitutive gene expression, 266 and 1005 genes were found to be root-and silique-specific genes, respectively. By this clustering, particular gene groups which showed multi-organ-specific expression profiles, such as bud-flower-specific, stem-silique-specific or bud-flower-root-specific profiles, could be effectively identified. From these results, major features of plant organs could be characterized by their distinct profiles of global gene expression. These data of organ-specific gene expression are available at our web site: Arabidopsis thaliana Tissue-Specific Expression Database, ATTED ( Author Webpage ). "
"3","10.1093/dnares/11.1.27","The Genome Sequence of Silkworm, Bombyx mori","Kazuei Mita,Masahiro Kasahara,Shin Sasaki,Yukinobu Nagayasu,Tomoyuki Yamada,Hiroyuki Kanamori,Nobukazu Namiki,Masanari Kitagawa,Hidetoshi Yamashita,Yuji Yasukochi,Keiko Kadono-Okuda,Kimiko Yamamoto,Masahiro Ajimura,Gopalapillai Ravikumar,Michihiko Shimomura,Yoshiaki Nagamura,Tadasu Shin-i,Hiroaki Abe,Toru Shimada,Shinichi Morishita,Takuji Sasaki","NO","NO","NO","01 February 2004","silkworm, Bombyx mori, WGS, genome sequence"," We performed threefold shotgun sequencing of the silkworm ( Bombyx mori ) genome to obtain a draft sequence and establish a basic resource for comprehensive genome analysis. By using the newly developed RAMEN assembler, the sequence data derived from whole-genome shotgun (WGS) sequencing were assembled into 49,345 scaffolds that span a total length of 514 Mb including gaps and 387 Mb without gaps. Because the genome size of the silkworm is estimated to be 530 Mb, almost 97% of the genome has been organized in scaffolds, of which 75% has been sequenced. By carrying out a BLAST search for 50 characteristic Bombyx genes and 11,202 non-redundant expressed sequence tags (ESTs) in a Bombyx EST database against the WGS sequence data, we evaluated the validity of the sequence for elucidating the majority of silkworm genes. Analysis of the WGS data revealed that the silkworm genome contains many repetitive sequences with an average length of <500 bp. These repetitive sequences appear to have been derived from truncated transposons, which are interspersed at 2.5- to 3-kb intervals throughout the genome. This pattern suggests that silkworm may have an active mechanism that promotes removal of transposons from the genome. We also found evidence for insertions of mitochondrial DNA fragments at 9 sites. A search for Bombyx orthologs to Drosophila genes controlling sex determination in the WGS data revealed 11 Bombyx genes and suggested that the sex-determining systems differ profoundly between the two species. "," We performed threefold shotgun sequencing of the silkworm ( Bombyx mori ) genome to obtain a draft sequence and establish a basic resource for comprehensive genome analysis. By using the newly developed RAMEN assembler, the sequence data derived from whole-genome shotgun (WGS) sequencing were assembled into 49,345 scaffolds that span a total length of 514 Mb including gaps and 387 Mb without gaps. Because the genome size of the silkworm is estimated to be 530 Mb, almost 97% of the genome has been organized in scaffolds, of which 75% has been sequenced. By carrying out a BLAST search for 50 characteristic Bombyx genes and 11,202 non-redundant expressed sequence tags (ESTs) in a Bombyx EST database against the WGS sequence data, we evaluated the validity of the sequence for elucidating the majority of silkworm genes. Analysis of the WGS data revealed that the silkworm genome contains many repetitive sequences with an average length of <500 bp. These repetitive sequences appear to have been derived from truncated transposons, which are interspersed at 2.5- to 3-kb intervals throughout the genome. This pattern suggests that silkworm may have an active mechanism that promotes removal of transposons from the genome. We also found evidence for insertions of mitochondrial DNA fragments at 9 sites. A search for Bombyx orthologs to Drosophila genes controlling sex determination in the WGS data revealed 11 Bombyx genes and suggested that the sex-determining systems differ profoundly between the two species. "
"4","10.1093/dnares/11.1.37","Coordinate Downregulation of a Novel Imprinted Transcript ITUP1 with PEG3 in Glioma Cell Lines","Shinji Maegawa,Noriko Itaba,Susumu Otsuka,Hideki Kamitani,Takashi Watanabe,Candice G. T. Tahimic,Eiji Nanba,Mitsuo Oshimura","NO","NO","NO","01 February 2004","Genomic imprinting, glioma, Chromosome 19q, CpG island, methylation, tumor suppressor gene"," The human paternally expressed gene 3 ( PEG3 ) on chromosome 19q13.4 is one of the candidate tumor suppressor genes for glioma. we have previously reported that the epigenetic silencing of PEG3 expression in glioma cell lines is dependent on aberrant DNA methylation of an exonic CpG island. here, we have identified three expressed sequence tags (ESTs), H80201, H78825 and AW197312, that exhibit paternal allele-specific expression, using human monochromosomal hybrids containing the paternal or maternal origin of PEG3 locus. The EST H80201 was shown to be expressed only from the paternal allele in normal human lymphoblasts by utilizing a single nucleotide polymorphism (SNP). Monoallelic expression of EST H80201 was also detected in non-tumor adult human brain tissues of gliomas. These ESTs were located directly adjacent to PEG3 in a head-to-head orientation. We have named this new transcript, imprinted transcript 1, which is located upstream but oppositely oriented to PEG3 ( ITUP1 ). The ITUP1 showed a similar expression profile with PEG3 in glioma cell lines. Bisul te genomic sequencing and reverse transcription (RT)-PCR analysis indicated that hypermethylation of the promoter region correlated with the absence of these transcripts. This suggests that ITUP1 and PEG3 are coordinately regulated, and that downregulation of the both genes may be important in the development of glioma. "," The human paternally expressed gene 3 ( PEG3 ) on chromosome 19q13.4 is one of the candidate tumor suppressor genes for glioma. we have previously reported that the epigenetic silencing of PEG3 expression in glioma cell lines is dependent on aberrant DNA methylation of an exonic CpG island. here, we have identified three expressed sequence tags (ESTs), H80201, H78825 and AW197312, that exhibit paternal allele-specific expression, using human monochromosomal hybrids containing the paternal or maternal origin of PEG3 locus. The EST H80201 was shown to be expressed only from the paternal allele in normal human lymphoblasts by utilizing a single nucleotide polymorphism (SNP). Monoallelic expression of EST H80201 was also detected in non-tumor adult human brain tissues of gliomas. These ESTs were located directly adjacent to PEG3 in a head-to-head orientation. We have named this new transcript, imprinted transcript 1, which is located upstream but oppositely oriented to PEG3 ( ITUP1 ). The ITUP1 showed a similar expression profile with PEG3 in glioma cell lines. Bisul te genomic sequencing and reverse transcription (RT)-PCR analysis indicated that hypermethylation of the promoter region correlated with the absence of these transcripts. This suggests that ITUP1 and PEG3 are coordinately regulated, and that downregulation of the both genes may be important in the development of glioma. "
"5","10.1093/dnares/11.1.51","Nucleotide Substitutions in Staphylococcus aureus Strains, Mu50, Mu3, and N315","Toshiko Ohta,Hideki Hirakawa,Kazuya Morikawa,Atsushi Maruyama,Yumiko Inose,Atsushi Yamashita,Kenshiro Oshima,Makoto Kuroda,Masahira Hattori,Keiichi Hiramatsu,Satoru Kuhara,Hideo Hayashi","NO","NO","NO","01 February 2004","Genome, Sequence, Nucleotide substitution, Staphylococcus aureus"," A specific phenotype of Staphylococcus aureus strains Mu50 and Mu3 is characterized by thickened cell wall and moderate resistance to vancomycin. The N315 strain is a prototype of methicillin-resistant S. aureus (MRSA), but it is methicillin susceptible, despite carrying the mecA resistance gene. Here, we revised differences in the sequences of Mu50 and N315, referencing that of Mu3 which were assumed to be of one lineage. The 362 ORFs diverse between Mu50 and N315 were picked up, and the corresponding ones in three strains were re-sequenced. This defined 213 ORFs diverse between Mu50 and N315, and 9 between Mu50 and Mu3. "," A specific phenotype of Staphylococcus aureus strains Mu50 and Mu3 is characterized by thickened cell wall and moderate resistance to vancomycin. The N315 strain is a prototype of methicillin-resistant S. aureus (MRSA), but it is methicillin susceptible, despite carrying the mecA resistance gene. Here, we revised differences in the sequences of Mu50 and N315, referencing that of Mu3 which were assumed to be of one lineage. The 362 ORFs diverse between Mu50 and N315 were picked up, and the corresponding ones in three strains were re-sequenced. This defined 213 ORFs diverse between Mu50 and N315, and 9 between Mu50 and Mu3.  The fixed diversities of 174 ORFs (except for 39 silent ORFs from 213), including nucleotide substitution (NSs), frame shift, and truncation were grouped into three major functional categories, which were transport (14.9% in the 174 diverse ORFs), metabolism of carbohydrates (5.7%), and RNA synthesis (9.6%). The other gene categories had small diversities. These gene categories seemed to be functionally decisive for the Mu50-specific characters, the thickened cell wall and moderate vancomycin resistance. All of the diverse genes and the high quality sequence of Mu50 can be viewed at the web site ( Author Webpage ). "
"6","10.1093/dnares/11.1.57","Genome-wide comparison of the His-to-Asp phosphorelay signaling components of three symbiotic genera of Rhizobia","Daisuke Hagiwara,Takafumi Yamashino,Takeshi Mizuno","NO","NO","NO","01 February 2004","phosphorelay signal transduction, histidine-kinase, response regulator, Mesorhizobium loit, Bradyrhizobium japonicum, Sinorhizobim meliloti"," Histidine-to-aspartate (His-Asp) phosphorelay (or two-component) systems are very common signal transduction mechanisms that are implicated in a wide variety of cellular responses to environmental stimuli. The His-Asp phosphorelay components include “sensor histidine kinase (HK)”, “phosphotransfer intermediate (HPt)”, and “response regulator (RR)”. With special reference to three bacterial species ( Mesorhizobium loti, Bradyrhizobium japonicum, Sinorhizobium meliloti ), each of which belongs to a different genera of Rhizobia, here we attempted to compile all of the His-Asp phosphorelay components in order to reveal a comparative genome-wide overview as to the His-Asp phosphorelay. It was revealed that M. loti has 47 HKs, 1 HPts, and 58 RRs; B. japonicum has 80 HKs, 3 HPts, and 91 RRs; whereas S. meliloti has 40 HKs, 1 HPt, and 58 RRs. These His-Asp phosphorelay components were extensively compiled and characterized. The resulting overview as to the His-Asp phosphorelay of Rhizobia will provide us with a basis for understanding of the fundamental mechanisms underlying interactions between plants and microorganisms (including symbiosis), as well as nitrogen fixation. "," Histidine-to-aspartate (His-Asp) phosphorelay (or two-component) systems are very common signal transduction mechanisms that are implicated in a wide variety of cellular responses to environmental stimuli. The His-Asp phosphorelay components include “sensor histidine kinase (HK)”, “phosphotransfer intermediate (HPt)”, and “response regulator (RR)”. With special reference to three bacterial species ( Mesorhizobium loti, Bradyrhizobium japonicum, Sinorhizobium meliloti ), each of which belongs to a different genera of Rhizobia, here we attempted to compile all of the His-Asp phosphorelay components in order to reveal a comparative genome-wide overview as to the His-Asp phosphorelay. It was revealed that M. loti has 47 HKs, 1 HPts, and 58 RRs; B. japonicum has 80 HKs, 3 HPts, and 91 RRs; whereas S. meliloti has 40 HKs, 1 HPt, and 58 RRs. These His-Asp phosphorelay components were extensively compiled and characterized. The resulting overview as to the His-Asp phosphorelay of Rhizobia will provide us with a basis for understanding of the fundamental mechanisms underlying interactions between plants and microorganisms (including symbiosis), as well as nitrogen fixation. "
"7","10.1093/dnares/11.1.67","The Complete Mitochondrial Genome Sequence of the Haptophyte Emiliania huxleyi and its Relation to Heterokonts (Supplement)","M. Virginia Sánchez Puerta,Tsvetan R. Bachvaroff,Charles F. Delwiche","NO","NO","NO","01 February 2004","NO","NO",""
"8","10.1093/dnares/11.2.69","Molecular Evolution of PAS Domain-Containing Proteins of Filamentous Cyanobacteria Through Domain Shuffling and Domain Duplication","Rei Narikawa,Shinobu Okamoto,Masahiko Ikeuchi,Masayuki Ohmori","NO","NO","NO","01 April 2004","cyanobacterium, PAS domain, domain shuffling, ortholog pair, molecular evolution"," When the entire genome of a filamentous heterocyst-forming N 2 -fixing cyanobacterium, Anabaena sp. PCC 7120 (Anabaena) was determined in 2001, a large number of PAS domains were detected in signal-transducing proteins. The draft genome sequence is also available for the cyanobacterium, Nostoc punctiforme strain ATCC 29133 (Nostoc), that is closely related to Anabaena. In this study, we extracted all PAS domains from the Nostoc genome sequence and analyzed them together with those of Anabaena. Clustering analysis of all the PAS domains gave many specific pairings, indicative of evolutionary conservations. Ortholog analysis of PAS-containing proteins showed composite multidomain architecture in some cases of conserved domains and domains of disagreement between the two species. Further inspection of the domains of disagreement allowed us to trace them back in evolution. Thus, multidomain proteins could have been generated by duplication or shuffling in these cyanobacteria. The conserved PAS domains in the orthologous proteins were analyzed by structural fitting to the known PAS domains. We detected several subclasses with unique sequence features, which will be the target of experimental analysis. "," When the entire genome of a filamentous heterocyst-forming N 2 -fixing cyanobacterium, Anabaena sp. PCC 7120 (Anabaena) was determined in 2001, a large number of PAS domains were detected in signal-transducing proteins. The draft genome sequence is also available for the cyanobacterium, Nostoc punctiforme strain ATCC 29133 (Nostoc), that is closely related to Anabaena. In this study, we extracted all PAS domains from the Nostoc genome sequence and analyzed them together with those of Anabaena. Clustering analysis of all the PAS domains gave many specific pairings, indicative of evolutionary conservations. Ortholog analysis of PAS-containing proteins showed composite multidomain architecture in some cases of conserved domains and domains of disagreement between the two species. Further inspection of the domains of disagreement allowed us to trace them back in evolution. Thus, multidomain proteins could have been generated by duplication or shuffling in these cyanobacteria. The conserved PAS domains in the orthologous proteins were analyzed by structural fitting to the known PAS domains. We detected several subclasses with unique sequence features, which will be the target of experimental analysis. "
"9","10.1093/dnares/11.2.83","The Minimal Eukaryotic Ribosomal DNA Units in the Primitive Red Alga Cyanidioschyzon merolae","Shinichiro Maruyama,Osami Misumi,Yasuyuki Ishii,Shuichi Asakawa,Atsushi Shimizu,Takashi Sasaki,Motomichi Matsuzaki,Tadasu Shin-i,Hisayoshi Nozaki,Yuji Kohara,Nobuyoshi Shimizu,Tsuneyoshi Kuroiwa","NO","NO","NO","01 April 2004","BAC library, Genome organization, Nucleolus","Cyanidioschyzon merolae is a small unicellular red alga that is considered to belong to one of the most deeply branched taxa in the plant kingdom. Its genome size is estimated to be 16.5 Mbp, one of the smallest among free-living eukaryotes. In the nucleus containing this small genome, one nucleolus is clearly observed, but the molecular basis for the intranuclear structure including ribosomal DNA organization is still unclear. We constructed a bacterial arti cial chromosome library for C. merolae 10D composed of two subsets with different insert size distributions. The two subsets have average insert sizes of 97 and 48 kb, representing 10.0- and 6.9-fold genome-equivalent coverage of the haploid genome, respectively. For application to whole-genome shotgun sequencing, the termini of each clone were sequenced as sequence-tagged connectors and mapped on the contigs assigned to chromosomes. Screening for rRNA genes by conventional colony hybridization with high-density filter blots and subsequent sequencing revealed that the C. merolae genome contained the smallest number of ribosomal DNA units among all the eukaryotes examined to date. They consist of only 3 single units of rRNA genes distributed on separate chromosomal loci, representing an implication for concerted evolution. Based on these results, the origin and evolution of the nucleolus are discussed. ","Cyanidioschyzon merolae is a small unicellular red alga that is considered to belong to one of the most deeply branched taxa in the plant kingdom. Its genome size is estimated to be 16.5 Mbp, one of the smallest among free-living eukaryotes. In the nucleus containing this small genome, one nucleolus is clearly observed, but the molecular basis for the intranuclear structure including ribosomal DNA organization is still unclear. We constructed a bacterial arti cial chromosome library for C. merolae 10D composed of two subsets with different insert size distributions. The two subsets have average insert sizes of 97 and 48 kb, representing 10.0- and 6.9-fold genome-equivalent coverage of the haploid genome, respectively. For application to whole-genome shotgun sequencing, the termini of each clone were sequenced as sequence-tagged connectors and mapped on the contigs assigned to chromosomes. Screening for rRNA genes by conventional colony hybridization with high-density filter blots and subsequent sequencing revealed that the C. merolae genome contained the smallest number of ribosomal DNA units among all the eukaryotes examined to date. They consist of only 3 single units of rRNA genes distributed on separate chromosomal loci, representing an implication for concerted evolution. Based on these results, the origin and evolution of the nucleolus are discussed. "
"10","10.1093/dnares/11.2.93","Complete Nucleotide Sequence of the Sugarcane ( Saccharum Officinarum ) Chloroplast Genome: A Comparative Analysis of Four Monocot Chloroplast Genomes","Takayuki Asano,Takahiko Tsudzuki,Sakiko Takahashi,Hiroaki Shimada,Koh-ichi Kadowaki","NO","NO","NO","01 April 2004","Poaceae, sugarcane, chloroplast genome, structural changes"," The complete nucleotide sequence of the chloroplast genome of sugarcane ( Saccharum offcinarum ) has been determined. It is a circular double-stranded DNA molecule, 141,182 bp in size, and is composed of a large single copy of 83,048 bp, a small single copy of 12,544 bp, and a pair of inverted repeat regions of 22,795 bp each. A comparative analysis among monocots showed that the sugarcane chloroplast genome was very similar to maize but not to rice or wheat. Between sugarcane and maize at the rps 16– trnQ (UUG) region, however, a length polymorphism was identified. With regard to insertions/deletions equal to or longer than 5 bp, a total of 53 insertion and 31 deletion events were identified in the sugarcane chloroplast genome. Of the 84 loci identified, a pair of direct repeat sequences was located side by side in a tandem fashion in 47 loci (56.0%). A recombination event during plant evolution is discussed at two sites between the sugarcane and tobacco chloroplast genomes. "," The complete nucleotide sequence of the chloroplast genome of sugarcane ( Saccharum offcinarum ) has been determined. It is a circular double-stranded DNA molecule, 141,182 bp in size, and is composed of a large single copy of 83,048 bp, a small single copy of 12,544 bp, and a pair of inverted repeat regions of 22,795 bp each. A comparative analysis among monocots showed that the sugarcane chloroplast genome was very similar to maize but not to rice or wheat. Between sugarcane and maize at the rps 16– trnQ (UUG) region, however, a length polymorphism was identified. With regard to insertions/deletions equal to or longer than 5 bp, a total of 53 insertion and 31 deletion events were identified in the sugarcane chloroplast genome. Of the 84 loci identified, a pair of direct repeat sequences was located side by side in a tandem fashion in 47 loci (56.0%). A recombination event during plant evolution is discussed at two sites between the sugarcane and tobacco chloroplast genomes. "
