"","DOI","Title","Authors","Author_Affiliations","Correspondence_Author","Correspondence_Author_Email","Publication_Date","Keywords","Abstract","Full_Text"
"1","10.1093/dnares/7.1.1","Tnat1 and Tnat2 from Arabidopsis thaliana : Novel Transposable Elements with Tandem Repeat Sequences","Kenichi Noma,Eiichi Ohtsubo","NO","NO","NO","01 February 2000","Arabidopsis thaliana, transposable element, tandem repeats, target site duplication"," A computer-aided homology search of databases found that the nucleotide sequences flanking ATLN44 , a non-LTR retrotransposon (LINE) from Arabidopsis thaliana , are repeated in the A. thaliana genome. These sequences are homologous to flanking sequences of 664 bp with terminal inverted repeat sequences of about 70 bp. The 664-bp sequence and most of the 14 homologues identified were flanked by direct repeat sequences of 9 bp. These findings indicate that the repeated sequence, named Tnat1 , is a transposable element that duplicates a 9-bp sequence at the target site on transposition and that ATLN44 is inserted in one Tnat1 member. Interestingly, all of the Tnat1 members had tandem repeats comprised of several units of a 60-bp sequence, the number of repeats differing among Tnat1 members. Of the Tnat1 members identified, one was inserted into another sequence repeated in the A. thaliana genome: that sequence is about 770 bp long and has terminal inverted repeat sequences of about 110 bp. The sequence is flanked by direct repeats of a 9-bp sequence, indicating that it is another transposable element, named Tnat2 , from A. thaliana . Moreover, Tnat2 members had a tandem repeat about 240 bp long. Tnat1 and Tnat2 with tandem repeats in their internal regions show no homology to each other or to any of the elements identified previously; therefore they appear to be novel transposable elements. "," A computer-aided homology search of databases found that the nucleotide sequences flanking ATLN44 , a non-LTR retrotransposon (LINE) from Arabidopsis thaliana , are repeated in the A. thaliana genome. These sequences are homologous to flanking sequences of 664 bp with terminal inverted repeat sequences of about 70 bp. The 664-bp sequence and most of the 14 homologues identified were flanked by direct repeat sequences of 9 bp. These findings indicate that the repeated sequence, named Tnat1 , is a transposable element that duplicates a 9-bp sequence at the target site on transposition and that ATLN44 is inserted in one Tnat1 member. Interestingly, all of the Tnat1 members had tandem repeats comprised of several units of a 60-bp sequence, the number of repeats differing among Tnat1 members. Of the Tnat1 members identified, one was inserted into another sequence repeated in the A. thaliana genome: that sequence is about 770 bp long and has terminal inverted repeat sequences of about 110 bp. The sequence is flanked by direct repeats of a 9-bp sequence, indicating that it is another transposable element, named Tnat2 , from A. thaliana . Moreover, Tnat2 members had a tandem repeat about 240 bp long. Tnat1 and Tnat2 with tandem repeats in their internal regions show no homology to each other or to any of the elements identified previously; therefore they appear to be novel transposable elements. "
"2","10.1093/dnares/7.1.9","Tagged Mutagenesis and Gene-trap in the Moss, Physcomitrella patens by Shuttle Mutagenesis","Tomoaki Nishiyama,Yuji Hiwatashi,Keiko Sakakibara,Masahiro Kato,Mitsuyasu Hasebe","NO","NO","NO","01 February 2000","tagging, gene-trap, Physcomitrella patens, homologous recombination, shuttle mutagenesis"," The moss, Physcomitrella patens has been used as a useful material in many fields, because of its simple body plan, ease of gene targeting, and other reasons. Although many mutants have been reported, no method to isolate the corresponding genes was reported. We developed a gene tagging and gene-trap system in P. patens by using the shuttle mutagenesis technique, which has been used in the budding yeast. In 5264 tagged lines, 203 mutants with altered developmental or morphological phenotypes were obtained. In 129 of 4757 gene-trap lines, β-glucuronidase (GUS) activity was detected in some tissue. Although multiple copies of a tag were detected in many tagged lines by Southern analyses, most copies are likely integrated at the same locus according to PCR analyses. "," The moss, Physcomitrella patens has been used as a useful material in many fields, because of its simple body plan, ease of gene targeting, and other reasons. Although many mutants have been reported, no method to isolate the corresponding genes was reported. We developed a gene tagging and gene-trap system in P. patens by using the shuttle mutagenesis technique, which has been used in the budding yeast. In 5264 tagged lines, 203 mutants with altered developmental or morphological phenotypes were obtained. In 129 of 4757 gene-trap lines, β-glucuronidase (GUS) activity was detected in some tissue. Although multiple copies of a tag were detected in many tagged lines by Southern analyses, most copies are likely integrated at the same locus according to PCR analyses. "
"3","10.1093/dnares/7.1.19","Random PCR-Based Genome Sequencing: A Non-Divide-and-Conquer Strategy","Koichi Nishigaki,Koichiro Akasaka,Takashi Hasegawa","NO","NO","NO","01 February 2000","genome sequencing, strategy, random PCR, PCR-relay, shotgun"," We propose a genome sequencing strategy, which is neither divide-and-conquer (clone by clone) nor the shotgun approach. Random PCR-based and PCR relay sequencing constitute the basis of this novel strategy. Most of the genome is sequenced by the former process that requires only a set of non-specific primers and a template DNA. Random PCR-based sequencing reduces redundancy in sequencing by exploiting known sequence information. The number of primers required for random PCR was significantly diminished by using a combination of primers. The former process can be partially replaced by the shotgun method, if necessary. The gap-filling process can be effectively performed by way of PCR relay. The feasibility of this strategy was demonstrated using the Escherichia coli genome. This strategy enhances the global effort towards genome sequencing by being available through the Internet and by allowing the use of preexisting sequence data. "," We propose a genome sequencing strategy, which is neither divide-and-conquer (clone by clone) nor the shotgun approach. Random PCR-based and PCR relay sequencing constitute the basis of this novel strategy. Most of the genome is sequenced by the former process that requires only a set of non-specific primers and a template DNA. Random PCR-based sequencing reduces redundancy in sequencing by exploiting known sequence information. The number of primers required for random PCR was significantly diminished by using a combination of primers. The former process can be partially replaced by the shotgun method, if necessary. The gap-filling process can be effectively performed by way of PCR relay. The feasibility of this strategy was demonstrated using the Escherichia coli genome. This strategy enhances the global effort towards genome sequencing by being available through the Internet and by allowing the use of preexisting sequence data. "
"4","10.1093/dnares/7.1.27","mRNAs Encoding Zinc Finger Protein Isoforms are Expressed by Alternative Splicing of an In-frame Intron in Fission Yeast","Koei Okazaki,Osami Niwa","NO","NO","NO","01 February 2000","Schizosaccharomyces pombe, zinc finger, alternative splicing"," We report here that a gene encoding a protein with three zinc fingers is expressed predominantly to produce a protein containing only two zinc fingers in the fission yeast Schizosaccharomyces pombe . A third zinc finger resides within the in-frame intron that is normally spliced out. By RT-PCR analysis, we detected a minor transcript encoding a protein with three zinc fingers. Such alternative splicing for assortment of zinc finger domains have been reported in animals and implicated in switching of the target genes expressed specifically during development. This is the first report of the occurrence of such zinc finger assortment in lower eucaryotes. "," We report here that a gene encoding a protein with three zinc fingers is expressed predominantly to produce a protein containing only two zinc fingers in the fission yeast Schizosaccharomyces pombe . A third zinc finger resides within the in-frame intron that is normally spliced out. By RT-PCR analysis, we detected a minor transcript encoding a protein with three zinc fingers. Such alternative splicing for assortment of zinc finger domains have been reported in animals and implicated in switching of the target genes expressed specifically during development. This is the first report of the occurrence of such zinc finger assortment in lower eucaryotes. "
"5","10.1093/dnares/7.1.31","Structural Analysis of Arabidopsis thaliana Chromosome 5. X. Sequence Features of the Regions of 3,076,755 bp Covered by Sixty P1 and TAC Clones","Shusei Sato,Yasukazu Nakamura,Takakazu Kaneko,Tomohiko Katoh,Erika Asamizu,Hirokazu Kotani,Satoshi Tabata","NO","NO","NO","01 February 2000","Arabidopsis thaliana chromosome 5 , genomic sequence, P1 genomic library, TAC genomic library, gene prediction"," In our ongoing project to deduce the nucleotide sequence of Arabidopsis thaliana chromosome 5, non-redundant P1 and TAC clones have been sequenced on the basis of the fine physical map, and as of January, 2000, the sequences of 16.6 Mb representing approximately 60% of chromosome 5 have been accumulated and released at our web site. Along with the sequence determination, structural features of the sequenced regions have been analyzed by applying a variety of computer programs, and we already predicted a total of 2697 potential protein coding genes in the 11,166,130 bp regions, which are covered by 159 P1 and TAC clones. In this paper, we describe the structural features of the 3,076,755 bp regions covered by newly analyzed 60 P1 and TAC clones. A total of 715 potential protein coding genes were identified, giving an average density of the genes identified of 1 gene per 4001 bp. Introns were observed in 80% of the genes, and the average number per gene and the average length of the introns were 4.5 and 147 bp, respectively. These sequence features are nearly identical to those in our latest report in which the data were compiled based on a new standard of gene assignment including the computer-predicted hypothetical genes. The regions also contained 12 tRNA genes when searched by similarity to reported tRNA genes and the tRNA scan-SE program. The sequence data and information on the potential genes are available through the World Wide Web database KAOS (Kazusa Arabidopsis data Opening Site) at Author Webpage . "," In our ongoing project to deduce the nucleotide sequence of Arabidopsis thaliana chromosome 5, non-redundant P1 and TAC clones have been sequenced on the basis of the fine physical map, and as of January, 2000, the sequences of 16.6 Mb representing approximately 60% of chromosome 5 have been accumulated and released at our web site. Along with the sequence determination, structural features of the sequenced regions have been analyzed by applying a variety of computer programs, and we already predicted a total of 2697 potential protein coding genes in the 11,166,130 bp regions, which are covered by 159 P1 and TAC clones. In this paper, we describe the structural features of the 3,076,755 bp regions covered by newly analyzed 60 P1 and TAC clones. A total of 715 potential protein coding genes were identified, giving an average density of the genes identified of 1 gene per 4001 bp. Introns were observed in 80% of the genes, and the average number per gene and the average length of the introns were 4.5 and 147 bp, respectively. These sequence features are nearly identical to those in our latest report in which the data were compiled based on a new standard of gene assignment including the computer-predicted hypothetical genes. The regions also contained 12 tRNA genes when searched by similarity to reported tRNA genes and the tRNA scan-SE program. The sequence data and information on the potential genes are available through the World Wide Web database KAOS (Kazusa Arabidopsis data Opening Site) at Author Webpage . "
"6","10.1093/dnares/7.1.65","Prediction of the Coding Sequences of Unidentified Human Genes. XVI. The Complete Sequences of 150 New cDNA Clones from Brain Which Code for Large Proteins in vitro","Takahiro Nagase,Reiko Kikuno,Ken-ichi Ishikawa,Makoto Hirosawa,Osamu Ohara","NO","NO","NO","01 February 2000","large proteins, in vitro transcription/translation , cDNA sequencing, expression profile, chromosomal location, brain","We have carried out a human cDNA sequencing project to accumulate information regarding the coding sequences of unidentified human genes. As an extension of the preceding reports, we herein present the entire sequences of 150 cDNA clones of unknown human genes, named KIAA1294 to KIAA1443, from two sets of size-fractionated human adult and fetal brain cDNA libraries. The average sizes of the inserts and corresponding open reading frames of cDNA clones analyzed here reached 4.8 kb and 2.7 kb (910 amino acid residues), respectively. From sequence similarities and protein motifs, 73 predicted gene products were functionally annotated and 97% of them were classified into the following four functional categories: cell signaling/communication, nucleic acid management, cell structure/motility and protein management. Additionally, the chromosomal loci of the genes were assigned by using human-rodent hybrid panels for those genes whose mapping data were not available in the public databases. The expression profiles of the genes were also studied in 10 human tissues, 8 brain regions, spinal cord, fetal brain and fetal liver by reverse transcription-coupled polymerase chain reaction, products of which were quantified by enzymelinked immunosorbent assay","We have carried out a human cDNA sequencing project to accumulate information regarding the coding sequences of unidentified human genes. As an extension of the preceding reports, we herein present the entire sequences of 150 cDNA clones of unknown human genes, named KIAA1294 to KIAA1443, from two sets of size-fractionated human adult and fetal brain cDNA libraries. The average sizes of the inserts and corresponding open reading frames of cDNA clones analyzed here reached 4.8 kb and 2.7 kb (910 amino acid residues), respectively. From sequence similarities and protein motifs, 73 predicted gene products were functionally annotated and 97% of them were classified into the following four functional categories: cell signaling/communication, nucleic acid management, cell structure/motility and protein management. Additionally, the chromosomal loci of the genes were assigned by using human-rodent hybrid panels for those genes whose mapping data were not available in the public databases. The expression profiles of the genes were also studied in 10 human tissues, 8 brain regions, spinal cord, fetal brain and fetal liver by reverse transcription-coupled polymerase chain reaction, products of which were quantified by enzymelinked immunosorbent assay"
"7","10.1093/dnares/7.2.75","Genomic, Transcriptional and Phenotypic Analysis of ftsE and ftsX of Neisseria gonorrhoeae","Stéphane Bernatchez,Finola M. Francis,Hossein Salimnia,Terry J. Beveridge,Hui Li,Jo-Anne R. Dillon","NO","NO","NO","01 April 2000","FtsE, FtsX, N. gonorrhoeae, co-transcription","† Current address: Institute of Biological Sciences, National Research Council of Canada, 100 Sussex Drive, Ottawa, Ontario, Canada, K1A 0R6","† Current address: Institute of Biological Sciences, National Research Council of Canada, 100 Sussex Drive, Ottawa, Ontario, Canada, K1A 0R6 Although ftsE and ftsX are not universally present in bacteria, they are present in various Neisseria species as determined by Southern hybridization. The ftsE and ftsX genes of Neisseria gonorrhoeae ( Ng ) CH811 were cloned, sequenced and were shown to be co-transcribed from two promoters (P E 1 and P E 2) which were identified upstream of  ftsE  N g by primer extension. Sequence analysis of FtsE  N g and alignment with other FtsE indicated that it contained the conserved motifs of ABC domains while sequence alignment of FtsX  N g with other published FtsX sequences predicted that they all contain four transmembrane segments anda conserved motif (Leu-hydrophobic aa-Gly-Ala/Gly) which may prove to be important for FtsX function. The viability of  ftsE  N g and  ftsX  N g mutants that were constructed by insertional inactivation indicated that these genes are not essential. The role of FtsE and FtsX is controversial. Analysis of  ftsE  N g and  ftsX  N g mutants by transmission electron microscopy showed that both exhibited morphological abnormalities indicative of defective division sites and in some cases aberrant condensation of DNA. "
"8","10.1093/dnares/7.2.83","In vivo Conformation of Mitochondrial DNA Revealed by Pulsed-Field Gel Electrophoresis in the True Slime Mold, Physarum polycephalum","Rakusa Sakurai,Narie Sasaki,Hiroyoshi Takano,Takashi Abe,Shigeyuki Kawano","NO","NO","NO","01 April 2000","Mitochondrial DNA (mtDNA), Pulsed-field gel electrophoresis (PFGE), Mitochondrial plasmid, Physarum polycephalum"," Pulsed-field gel electrophoresis (PFGE) was used to examine the in vivo and in vitro conformations of Physarum polycephalum mitochondrial DNA (mtDNA). We used plugs containing isolated mitochondria, isolated mitochondrial nucleoids (mt-nuclei), and isolated mtDNA, in addition to whole cells. The mtDNA contained in the myxamoebae, plasmodia, isolated mitochondria, and isolated mt-nuclei was circular, but most of the isolated mtDNA had been site-specifically fragmented and linearized during DNA preparation and storage under low ionic strength conditions. Restriction mapping of Physarum mtDNA by the direct digestion of the isolated mt-nuclei from two different strains, DP89×AI16 and KM88×AI16, resulted in the circular form. A linear mitochondrial plasmid, mF, is known to promote mitochondrial fusion and integration of itself into the mtDNA in Physarum . Linearization of mtDNA by the integration of the mF plasmid was demonstrated when we used PFGE to analyze isolated mitochondria from the plasmodial strain DP89×NG7 carrying the mF plasmid (mF + ). The PFGE system can be used not only to determine whether the form of mtDNA is linear or circular but also to analyze the dynamic conformational changes of mtDNA. "," Pulsed-field gel electrophoresis (PFGE) was used to examine the in vivo and in vitro conformations of Physarum polycephalum mitochondrial DNA (mtDNA). We used plugs containing isolated mitochondria, isolated mitochondrial nucleoids (mt-nuclei), and isolated mtDNA, in addition to whole cells. The mtDNA contained in the myxamoebae, plasmodia, isolated mitochondria, and isolated mt-nuclei was circular, but most of the isolated mtDNA had been site-specifically fragmented and linearized during DNA preparation and storage under low ionic strength conditions. Restriction mapping of Physarum mtDNA by the direct digestion of the isolated mt-nuclei from two different strains, DP89×AI16 and KM88×AI16, resulted in the circular form. A linear mitochondrial plasmid, mF, is known to promote mitochondrial fusion and integration of itself into the mtDNA in Physarum . Linearization of mtDNA by the integration of the mF plasmid was demonstrated when we used PFGE to analyze isolated mitochondria from the plasmodial strain DP89×NG7 carrying the mF plasmid (mF + ). The PFGE system can be used not only to determine whether the form of mtDNA is linear or circular but also to analyze the dynamic conformational changes of mtDNA. "
"9","10.1093/dnares/7.2.93","Mapping of Genes for Cooking and Eating Qualities in Thai Jasmine Rice (KDML105)","Jonaliza C. Lanceras,Zue-Liu Huang,Onanong Naivikul,Apichart Vanavichit,Vinitchan Ruanjaichon,Somvong Tragoonrung","NO","NO","NO","01 April 2000","Amylose Content (AC), Gel Consistency (GC), Gelatinization Temperature (GT), Gene Mapping, Quantitative Trait Loci (QTL)","Thai jasmine rice, KDML 105, is known as the best quality rice. It is known not only for its aroma but also for its good cooking and eating qualities. Amylose content (AC), gel consistency (GC) and gelatinization temperature (GT) are important traits determining rice quality. A population of recombinant inbred lines (RIL) derived from KDML105 × CT9993 cross was used to study the genetic control of AC, GC and GT traits. A total of 191 markers were used in the linkage map construction. The 1605.3 cM linkage map covering nearly the whole rice genome was used for QTL (define QTL) analysis. Four QTLs for AC were detected on chromosomes 3, 4, 6 and 7. These QTLs accounted for 80% of phenotypic variation explained (PVE) in AC. The presence of one major gene as well as several modifiers was responsible for the expression of the trait. Two QTLs on chromosome 6 and one on chromosome 7 were detected for GC, which accounts for 57% of PVE. A single gene of major effect along with modifier genes controls GC from this cross. The QTLs in the vicinity of waxy locus were major contributors in the expression of AC and GC. The finding that the position of QTLs for AC and GC were near each other may reflect tight linkage or pleiotropy. Three QTLs were detected, one on chromosome 2 and two on chromosome 6, which accounted for 67% of PVE in GT. Just like AC and GC, one major gene and modifier genes governed the variation in GT resulting from the KDML105 × CT9993 cross. Breeding for cooking and eating qualities will largely rely on the preferences of the end users.","Thai jasmine rice, KDML 105, is known as the best quality rice. It is known not only for its aroma but also for its good cooking and eating qualities. Amylose content (AC), gel consistency (GC) and gelatinization temperature (GT) are important traits determining rice quality. A population of recombinant inbred lines (RIL) derived from KDML105 × CT9993 cross was used to study the genetic control of AC, GC and GT traits. A total of 191 markers were used in the linkage map construction. The 1605.3 cM linkage map covering nearly the whole rice genome was used for QTL (define QTL) analysis. Four QTLs for AC were detected on chromosomes 3, 4, 6 and 7. These QTLs accounted for 80% of phenotypic variation explained (PVE) in AC. The presence of one major gene as well as several modifiers was responsible for the expression of the trait. Two QTLs on chromosome 6 and one on chromosome 7 were detected for GC, which accounts for 57% of PVE. A single gene of major effect along with modifier genes controls GC from this cross. The QTLs in the vicinity of waxy locus were major contributors in the expression of AC and GC. The finding that the position of QTLs for AC and GC were near each other may reflect tight linkage or pleiotropy. Three QTLs were detected, one on chromosome 2 and two on chromosome 6, which accounted for 67% of PVE in GT. Just like AC and GC, one major gene and modifier genes governed the variation in GT resulting from the KDML105 × CT9993 cross. Breeding for cooking and eating qualities will largely rely on the preferences of the end users."
"10","10.1093/dnares/7.2.103","Characterization and Identification of (CT) n Microsatellites in Soybean Using Sheared Genomic Libraries","Khwaja G. Hossain,Hishashi Kawai,Masaki Hayashi,Masako Hoshi,Naoki Yamanaka,Kyuya Harada","NO","NO","NO","01 April 2000","SSRs, CT repeats, random shearing, primer design, DNA amplification, PIC","Three small insert(300 ∼ 600 bp) sheared genomic libraries were constructed by pipetting and DNase I treatment of soybean DNA. About 15,000 clones from each library were screened for CT-simple sequence repeats (CT-SSRs). The CT-SSRs were abundant in the soybean genome at an estimated frequency of approximately one SSR per 110 kb of genomic DNA. Following the sequencing of 129 positive clones, the repeat types and frequency of CT repeats among the positive clones were characterized. Forty-nine primer pairs were designed and preliminarily evaluated for their ability to amplify genomic DNA from a set of six varieties, including parents of a mapping family. Amplified products were analyzed by 10% PAGE. Eighty-eight percent of the designed primers were able to amplify all these genomic DNAs using a single PCR profile of 53°C annealing temperature, of which 22 (45%) were polymorphic in the six varieties, and 14 of them were polymorphic in the parents of the mapping family. The polymorphic primer sets were further assessed for allelic information using DNA from 16 soybean cultivars. The average number of alleles was 4, ranging from 2 to 7 with the highest polymorphism information content value 0.84. Fourteen of these SSRs were mapped, using an existing soybean RFLP map. The findings presented here will advance our understanding of the soybean genome, and assist in the mapping genome and discrimination of closely related varieties of this species.","Three small insert(300 ∼ 600 bp) sheared genomic libraries were constructed by pipetting and DNase I treatment of soybean DNA. About 15,000 clones from each library were screened for CT-simple sequence repeats (CT-SSRs). The CT-SSRs were abundant in the soybean genome at an estimated frequency of approximately one SSR per 110 kb of genomic DNA. Following the sequencing of 129 positive clones, the repeat types and frequency of CT repeats among the positive clones were characterized. Forty-nine primer pairs were designed and preliminarily evaluated for their ability to amplify genomic DNA from a set of six varieties, including parents of a mapping family. Amplified products were analyzed by 10% PAGE. Eighty-eight percent of the designed primers were able to amplify all these genomic DNAs using a single PCR profile of 53°C annealing temperature, of which 22 (45%) were polymorphic in the six varieties, and 14 of them were polymorphic in the parents of the mapping family. The polymorphic primer sets were further assessed for allelic information using DNA from 16 soybean cultivars. The average number of alleles was 4, ranging from 2 to 7 with the highest polymorphism information content value 0.84. Fourteen of these SSRs were mapped, using an existing soybean RFLP map. The findings presented here will advance our understanding of the soybean genome, and assist in the mapping genome and discrimination of closely related varieties of this species."
